,minutes,bonus,bps,total_points,output_clean_sheets
26375,0,0,0,0,0
26975,0,0,0,0,0
27576,0,0,0,0,0
28179,0,0,0,0,0
28721,0,0,0,0,0
29326,0,0,0,0,0
29933,0,0,0,0,0
30544,0,0,0,0,0
31158,0,0,0,0,0
31659,0,0,0,0,0
32210,0,0,0,0,0
32611,0,0,0,0,0
33546,0,0,0,0,0
33547,0,0,0,0,0
34202,0,0,0,0,0
34850,0,0,0,0,0
35513,0,0,0,0,0
36180,0,0,0,0,0
36972,0,0,0,0,0
37720,0,0,0,0,0
38844,0,0,0,0,0
38845,0,0,0,0,0
39570,0,0,0,0,0
40268,0,0,0,0,0
41232,0,0,0,0,0
41923,0,0,0,0,0
42610,0,0,0,0,0
43190,0,0,0,0,0
44799,0,0,0,0,0
44800,0,0,0,0,0
44801,0,0,0,0,0
46120,0,0,0,0,0
46832,0,0,0,0,0
47710,0,0,0,0,0
48281,1,0,3,1,0
48866,74,0,4,3,1
49468,63,0,-3,0,1
50075,22,0,4,1,0
50687,28,0,1,1,0
51301,0,0,0,0,0
51919,0,0,0,0,0
52539,0,0,0,0,0
53162,0,0,0,0,0
53790,1,0,3,1,0
54409,20,0,7,1,0
54997,34,0,3,1,0
55635,68,2,24,9,0
56260,90,0,9,2,0
57498,90,0,16,2,0
57954,90,0,7,2,0
58557,29,0,5,1,0
58558,55,0,5,1,0
59277,67,0,5,2,0
59278,26,0,5,1,0
59996,52,0,3,1,0
60708,0,0,0,0,0
61368,4,0,3,1,0
62205,22,0,4,1,0
63092,0,0,0,0,0
63844,0,0,0,0,0
64817,0,0,0,0,0
65480,34,0,5,1,0
66041,0,0,0,0,0
66802,0,0,0,0,0
67594,0,0,0,0,0
68409,0,0,0,0,0
69175,0,0,0,0,0
70050,9,0,2,1,0
71293,0,0,0,0,0
71936,19,0,5,1,0
72557,17,0,5,1,0
73133,16,0,5,1,0
73717,16,0,7,1,0
74312,22,0,3,1,0
74914,67,0,11,2,0
75524,58,0,14,4,0
76085,21,0,7,1,0
76591,83,0,15,3,1
77231,62,0,9,2,0
77873,19,0,0,0,0
78496,30,0,4,1,0
79102,12,0,3,1,0
79753,0,0,0,0,0
80411,0,0,0,0,0
81074,0,0,0,0,0
81742,0,0,0,0,0
82418,0,0,0,0,0
83114,0,0,0,0,0
83917,0,0,0,0,0
84705,0,0,0,0,0
85449,0,0,0,0,0
86261,0,0,0,0,0
87051,6,0,3,1,0
88546,0,0,0,0,0
89352,0,0,0,0,0
89353,0,0,0,0,0
90124,16,0,-6,-2,0
90882,0,0,0,0,0
90883,28,0,7,1,0
91944,16,0,3,1,0
92699,16,0,3,1,0
93411,0,0,0,0,0
94070,28,0,14,4,0
94899,19,0,3,1,0
95809,8,0,5,1,0
96596,13,0,3,1,0
97465,18,0,2,1,0
98346,9,0,3,1,0
99259,18,0,3,1,0
99882,0,0,0,0,0
100525,0,0,0,0,0
101222,0,0,0,0,0
101935,0,0,0,0,0
102652,0,0,0,0,0
23463,0,0,0,0,0
24017,0,0,0,0,0
24577,0,0,0,0,0
25156,0,0,0,0,0
25423,0,0,0,0,0
26013,0,0,0,0,0
26612,0,0,0,0,0
27212,0,0,0,0,0
27813,0,0,0,0,0
28397,0,0,0,0,0
28959,0,0,0,0,0
29566,0,0,0,0,0
30173,0,0,0,0,0
30784,0,0,0,0,0
31350,0,0,0,0,0
31871,0,0,0,0,0
32378,0,0,0,0,0
32959,0,0,0,0,0
33811,0,0,0,0,0
34458,0,0,0,0,0
35114,0,0,0,0,0
35779,0,0,0,0,0
36496,0,0,0,0,0
37270,0,0,0,0,0
38154,0,0,0,0,0
39316,0,0,0,0,0
40039,0,0,0,0,0
40504,0,0,0,0,0
41003,0,0,0,0,0
41693,0,0,0,0,0
42384,0,0,0,0,0
43003,0,0,0,0,0
43586,0,0,0,0,0
44452,0,0,0,0,0
45235,0,0,0,0,0
45884,0,0,0,0,0
46593,0,0,0,0,0
46968,90,0,22,2,0
47523,90,3,37,14,1
48090,90,0,14,1,0
48667,90,0,20,5,1
49266,90,0,24,5,0
49872,90,0,17,2,0
50483,90,0,20,6,1
51096,90,0,23,5,1
51714,0,0,0,0,0
52332,90,0,12,0,0
52955,90,0,13,2,0
53580,90,0,18,1,0
54211,0,0,0,0,0
54785,54,0,9,1,0
55421,90,0,12,1,0
56633,0,0,0,0,0
57353,0,0,0,0,0
57807,0,0,0,0,0
58516,29,0,4,1,0
59234,0,0,0,0,0
59235,0,0,0,0,0
59737,0,0,0,0,0
61143,1,0,3,1,0
61144,0,0,0,0,0
61864,90,0,11,0,0
63053,0,0,0,0,0
63505,90,0,14,0,0
64499,0,0,0,0,0
64500,90,0,15,1,0
65990,0,0,0,0,0
66757,0,0,0,0,0
67537,0,0,0,0,0
67538,0,0,0,0,0
68360,0,0,0,0,0
69130,0,0,0,0,0
69652,0,0,0,0,0
71372,0,0,0,0,0
71695,0,0,0,0,0
72894,1,0,3,1,0
73473,0,0,0,0,0
74064,1,0,3,1,0
74664,0,0,0,0,0
75270,0,0,0,0,0
75892,0,0,0,0,0
76349,0,0,0,0,0
76970,0,0,0,0,0
77611,1,0,3,1,0
78254,0,0,0,0,0
78844,0,0,0,0,0
79485,1,0,3,1,0
80140,0,0,0,0,0
80801,0,0,0,0,0
81467,0,0,0,0,0
82140,0,0,0,0,0
82818,0,0,0,0,0
83577,0,0,0,0,0
83578,0,0,0,0,0
84402,0,0,0,0,0
85124,0,0,0,0,0
85929,0,0,0,0,0
86740,0,0,0,0,0
87493,0,0,0,0,0
88243,0,0,0,0,0
88988,0,0,0,0,0
89875,0,0,0,0,0
91598,0,0,0,0,0
92391,0,0,0,0,0
93149,0,0,0,0,0
93771,0,0,0,0,0
94521,0,0,0,0,0
95477,0,0,0,0,0
95478,0,0,0,0,0
96261,13,0,0,0,0
97091,0,0,0,0,0
98019,0,0,0,0,0
98807,0,0,0,0,0
39723,0,0,0,0,0
40686,0,0,0,0,0
41373,0,0,0,0,0
42066,0,0,0,0,0
42748,0,0,0,0,0
43303,0,0,0,0,0
43956,0,0,0,0,0
43957,0,0,0,0,0
45555,0,0,0,0,0
46261,0,0,0,0,0
23464,10,0,1,1,0
24018,0,0,0,0,0
24578,6,0,0,1,0
25157,4,0,2,1,0
25262,0,0,0,0,0
25852,5,0,2,1,0
26450,2,0,3,1,0
27050,11,0,2,1,0
27651,18,0,1,1,0
28250,0,0,0,0,0
28796,0,0,0,0,0
29403,0,0,0,0,0
30010,0,0,0,0,0
30621,90,0,5,2,1
31226,32,0,2,1,0
31722,0,0,0,0,0
32710,18,0,-1,1,0
33643,0,0,0,0,0
34287,0,0,0,0,0
34937,0,0,0,0,0
35600,0,0,0,0,0
36278,0,0,0,0,0
37073,0,0,0,0,0
37074,0,0,0,0,0
37844,0,0,0,0,0
39056,0,0,0,0,0
39057,0,0,0,0,0
39804,0,0,0,0,0
40767,0,0,0,0,0
41454,0,0,0,0,0
42144,0,0,0,0,0
43371,0,0,0,0,0
44088,0,0,0,0,0
44089,0,0,0,0,0
45036,0,0,0,0,0
45638,0,0,0,0,0
46345,0,0,0,0,0
47327,0,0,0,0,0
47890,0,0,0,0,0
48466,0,0,0,0,0
49062,0,0,0,0,0
49666,0,0,0,0,0
50275,16,0,2,1,0
50887,0,0,0,0,0
51502,0,0,0,0,0
52120,0,0,0,0,0
52742,0,0,0,0,0
53366,0,0,0,0,0
53995,0,0,0,0,0
54589,0,0,0,0,0
55205,0,0,0,0,0
55844,0,0,0,0,0
56449,0,0,0,0,0
56941,20,0,1,1,0
57650,0,0,0,0,0
58108,70,0,1,2,0
58382,0,0,0,0,0
59082,0,0,0,0,0
60247,0,0,0,0,0
60920,2,0,3,1,0
61600,0,0,0,0,0
62526,7,0,26,5,0
62923,7,0,2,1,0
64170,0,0,0,0,0
64171,11,0,2,1,0
65127,1,0,4,1,0
65829,1,0,3,1,0
66607,0,0,0,0,0
67342,16,0,-1,0,0
67343,0,0,0,0,0
68196,78,0,0,2,0
68978,64,0,2,2,0
70441,0,0,0,0,0
71318,0,0,0,0,0
72182,7,0,3,1,0
68756,0,0,0,0,0
69494,0,0,0,0,0
70516,0,0,0,0,0
70517,0,0,0,0,0
71591,0,0,0,0,0
72226,0,0,0,0,0
97417,0,0,0,0,0
98309,27,0,3,1,0
99050,0,0,0,0,0
99691,0,0,0,0,0
100308,0,0,0,0,0
100998,0,0,0,0,0
101703,0,0,0,0,0
102420,0,0,0,0,0
23465,0,0,0,0,0
24019,0,0,0,0,0
24579,0,0,0,0,0
25158,0,0,0,0,0
25760,41,0,9,1,0
26356,3,0,4,1,0
26956,0,0,0,0,0
27557,0,0,0,0,0
28160,0,0,0,0,0
28703,0,0,0,0,0
29307,0,0,0,0,0
29914,0,0,0,0,0
30524,0,0,0,0,0
31138,1,0,3,1,0
31642,0,0,0,0,0
32190,0,0,0,0,0
32603,0,0,0,0,0
33519,0,0,0,0,0
34182,0,0,0,0,0
34830,0,0,0,0,0
35493,0,0,0,0,0
36160,0,0,0,0,0
36949,0,0,0,0,0
37696,0,0,0,0,0
38813,0,0,0,0,0
39191,0,0,0,0,0
39926,0,0,0,0,0
40461,0,0,0,0,0
40889,0,0,0,0,0
41576,0,0,0,0,0
42272,0,0,0,0,0
42907,0,0,0,0,0
43480,0,0,0,0,0
44275,0,0,0,0,0
44276,0,0,0,0,0
45765,0,0,0,0,0
46473,0,0,0,0,0
38159,0,0,0,0,0
38160,0,0,0,0,0
39107,0,0,0,0,0
39848,0,0,0,0,0
40811,0,0,0,0,0
41498,0,0,0,0,0
42191,0,0,0,0,0
42847,0,0,0,0,0
44154,0,0,0,0,0
44155,0,0,0,0,0
44156,0,0,0,0,0
45682,0,0,0,0,0
46390,8,0,3,1,0
68705,0,0,0,0,0
68706,0,0,0,0,0
69448,0,0,0,0,0
70162,0,0,0,0,0
72005,15,0,3,1,0
80223,0,0,0,0,0
80884,0,0,0,0,0
81551,0,0,0,0,0
82226,0,0,0,0,0
82907,0,0,0,0,0
83672,0,0,0,0,0
83673,0,0,0,0,0
84503,0,0,0,0,0
85212,0,0,0,0,0
85213,0,0,0,0,0
86028,0,0,0,0,0
86838,0,0,0,0,0
88333,0,0,0,0,0
89087,0,0,0,0,0
90535,0,0,0,0,0
90536,0,0,0,0,0
91731,0,0,0,0,0
92485,0,0,0,0,0
93855,0,0,0,0,0
94623,0,0,0,0,0
94624,0,0,0,0,0
95593,0,0,0,0,0
96358,0,0,0,0,0
97199,0,0,0,0,0
97200,0,0,0,0,0
98126,0,0,0,0,0
99094,0,0,0,0,0
99732,0,0,0,0,0
100353,0,0,0,0,0
101044,0,0,0,0,0
101750,0,0,0,0,0
102467,0,0,0,0,0
37986,13,0,3,1,0
39671,71,0,7,2,0
40357,0,0,0,0,0
41321,0,0,0,0,0
42012,0,0,0,0,0
42702,0,0,0,0,0
43257,0,0,0,0,0
43880,0,0,0,0,0
44935,0,0,0,0,0
44936,0,0,0,0,0
46209,0,0,0,0,0
46922,0,0,0,0,0
87158,0,0,0,0,0
87896,0,0,0,0,0
88653,0,0,0,0,0
89480,0,0,0,0,0
90207,0,0,0,0,0
91058,0,0,0,0,0
91059,0,0,0,0,0
92051,0,0,0,0,0
92807,0,0,0,0,0
93497,0,0,0,0,0
94179,0,0,0,0,0
95032,0,0,0,0,0
95918,0,0,0,0,0
96714,0,0,0,0,0
97598,0,0,0,0,0
98456,0,0,0,0,0
99639,0,0,0,0,0
100244,18,0,5,1,0
100933,1,0,3,1,0
101638,84,0,21,5,0
102355,87,0,8,2,0
23466,0,0,0,0,0
24020,0,0,0,0,0
24580,0,0,0,0,0
25159,0,0,0,0,0
25611,0,0,0,0,0
26203,0,0,0,0,0
26802,0,0,0,0,0
27403,0,0,0,0,0
28005,0,0,0,0,0
28571,0,0,0,0,0
29152,0,0,0,0,0
29759,0,0,0,0,0
30369,0,0,0,0,0
30983,0,0,0,0,0
31506,0,0,0,0,0
32046,0,0,0,0,0
32515,0,0,0,0,0
33266,0,0,0,0,0
34018,0,0,0,0,0
34666,0,0,0,0,0
35326,0,0,0,0,0
35991,0,0,0,0,0
36753,0,0,0,0,0
37502,0,0,0,0,0
38523,0,0,0,0,0
38524,0,0,0,0,0
39389,0,0,0,0,0
40105,0,0,0,0,0
41069,0,0,0,0,0
41759,0,0,0,0,0
42449,0,0,0,0,0
43052,0,0,0,0,0
43647,0,0,0,0,0
44547,0,0,0,0,0
45292,0,0,0,0,0
45952,0,0,0,0,0
46662,0,0,0,0,0
73374,0,0,0,0,0
73963,0,0,0,0,0
74562,0,0,0,0,0
75167,0,0,0,0,0
75787,0,0,0,0,0
76286,0,0,0,0,0
76860,0,0,0,0,0
77501,0,0,0,0,0
78144,0,0,0,0,0
78739,7,0,3,1,0
79374,0,0,0,0,0
80029,0,0,0,0,0
80690,0,0,0,0,0
81356,0,0,0,0,0
82028,5,0,6,1,0
82705,52,0,4,1,0
83444,14,0,4,1,0
84256,24,0,2,1,0
85002,2,0,1,1,0
85782,0,0,0,0,0
86602,0,0,0,0,0
87363,0,0,0,0,0
88113,0,0,0,0,0
88858,0,0,0,0,0
89719,0,0,0,0,0
90352,0,0,0,0,0
91378,0,0,0,0,0
91379,0,0,0,0,0
92257,0,0,0,0,0
93013,0,0,0,0,0
93669,0,0,0,0,0
94385,0,0,0,0,0
95300,0,0,0,0,0
96125,0,0,0,0,0
96938,0,0,0,0,0
97842,0,0,0,0,0
98667,0,0,0,0,0
99359,0,0,0,0,0
99975,0,0,0,0,0
100630,0,0,0,0,0
101327,0,0,0,0,0
102040,0,0,0,0,0
102757,0,0,0,0,0
23467,0,0,0,0,0
24021,0,0,0,0,0
24581,0,0,0,0,0
25160,0,0,0,0,0
25428,0,0,0,0,0
26018,0,0,0,0,0
26617,0,0,0,0,0
27217,0,0,0,0,0
27818,0,0,0,0,0
28402,0,0,0,0,0
28964,0,0,0,0,0
29571,0,0,0,0,0
30178,0,0,0,0,0
30789,0,0,0,0,0
31355,0,0,0,0,0
31875,0,0,0,0,0
32967,0,0,0,0,0
33816,0,0,0,0,0
34463,0,0,0,0,0
35119,0,0,0,0,0
35784,0,0,0,0,0
36502,0,0,0,0,0
37277,0,0,0,0,0
37278,0,0,0,0,0
38163,0,0,0,0,0
39610,0,0,0,0,0
39611,0,0,0,0,0
40302,0,0,0,0,0
41266,0,0,0,0,0
41957,0,0,0,0,0
42647,0,0,0,0,0
43831,0,0,0,0,0
44851,0,0,0,0,0
44852,0,0,0,0,0
45459,0,0,0,0,0
46154,0,0,0,0,0
46866,0,0,0,0,0
102600,1,0,2,1,0
23468,0,0,0,0,0
24022,0,0,0,0,0
24582,0,0,0,0,0
25161,0,0,0,0,0
25301,0,0,0,0,0
25891,0,0,0,0,0
26490,0,0,0,0,0
27090,0,0,0,0,0
27691,0,0,0,0,0
28288,0,0,0,0,0
28836,0,0,0,0,0
29443,0,0,0,0,0
30050,0,0,0,0,0
30661,0,0,0,0,0
31256,0,0,0,0,0
31759,0,0,0,0,0
32298,0,0,0,0,0
32772,0,0,0,0,0
33683,0,0,0,0,0
34327,0,0,0,0,0
34978,0,0,0,0,0
35642,0,0,0,0,0
36332,0,0,0,0,0
37121,0,0,0,0,0
37920,0,0,0,0,0
39293,0,0,0,0,0
40018,0,0,0,0,0
40495,0,0,0,0,0
40982,0,0,0,0,0
41672,0,0,0,0,0
42364,0,0,0,0,0
42984,0,0,0,0,0
43570,0,0,0,0,0
44419,0,0,0,0,0
44420,0,0,0,0,0
45863,0,0,0,0,0
46572,0,0,0,0,0
73101,74,0,10,2,1
73685,84,0,13,3,1
74280,69,0,1,3,1
74882,90,0,10,2,0
75492,90,0,16,5,0
76559,90,1,24,6,0
77199,90,0,8,2,0
77841,90,0,10,2,0
78468,90,0,11,3,1
79069,90,0,21,5,0
79719,90,0,8,2,0
80377,90,0,16,2,0
81040,90,0,2,2,0
81708,82,3,44,13,0
82384,75,0,1,1,0
83078,78,3,35,11,1
83872,90,3,50,19,1
84669,90,0,3,2,0
85405,88,0,7,3,1
86219,90,3,46,10,0
87013,90,0,21,2,0
88508,75,0,9,3,1
89304,90,0,10,2,0
89305,90,1,26,9,1
90819,90,0,21,5,0
90820,90,0,17,3,1
91906,90,2,31,7,0
92661,90,0,24,5,0
94032,90,0,28,5,0
94845,55,0,5,1,0
94846,27,0,8,1,0
95771,32,0,8,1,0
96552,0,0,0,0,0
96553,0,0,0,0,0
97413,0,0,0,0,0
97414,0,0,0,0,0
98307,0,0,0,0,0
99339,73,1,26,9,1
99957,90,3,47,15,0
100608,71,0,10,2,0
101305,80,0,2,3,1
102018,0,0,0,0,0
102735,0,0,0,0,0
23469,77,0,9,3,1
24023,90,1,31,8,0
24583,90,0,25,5,0
25162,90,1,17,3,0
25329,69,0,5,3,1
25919,64,0,10,2,0
26518,0,0,0,0,0
27118,90,2,31,9,0
27719,90,0,9,2,0
28310,90,0,5,2,0
28865,90,0,12,2,0
29472,90,0,8,3,1
30079,90,2,21,4,0
30690,90,0,19,5,0
31276,22,0,8,1,0
31786,90,0,7,2,0
32319,22,0,2,1,0
32817,90,0,8,3,1
33713,90,0,9,3,1
34358,90,0,21,3,1
35010,66,0,10,3,1
35674,0,0,0,0,0
36372,0,0,0,0,0
37155,0,0,0,0,0
37976,0,0,0,0,0
39114,0,0,0,0,0
39855,0,0,0,0,0
40432,0,0,0,0,0
40818,0,0,0,0,0
41505,0,0,0,0,0
42198,0,0,0,0,0
42854,0,0,0,0,0
43415,0,0,0,0,0
44165,0,0,0,0,0
45075,0,0,0,0,0
45689,0,0,0,0,0
46397,0,0,0,0,0
47291,90,0,12,2,0
47854,90,0,5,2,1
48430,0,0,0,0,0
49024,8,0,2,1,0
49628,61,0,6,2,0
50236,0,0,0,0,0
50848,6,0,4,1,0
51463,24,0,8,1,0
52081,90,0,9,2,0
52703,90,0,16,5,0
53327,65,0,4,3,1
53956,26,0,5,1,0
54557,14,0,2,1,0
55165,77,0,13,3,1
55804,27,0,2,1,0
56919,90,0,5,2,0
57621,0,0,0,0,0
58072,90,0,14,2,0
58869,0,0,0,0,0
59618,17,0,5,1,0
59619,14,0,5,1,0
60196,13,0,8,1,0
61556,0,0,0,0,0
61557,0,0,0,0,0
62462,35,0,5,1,0
63371,90,0,12,2,0
64110,31,0,3,1,0
65071,90,0,7,2,0
65072,90,0,13,2,0
66396,82,0,9,3,1
67125,0,0,0,0,0
67961,8,0,3,1,0
67962,90,0,4,2,0
68766,29,0,2,1,0
69503,86,0,8,3,1
70371,75,0,4,3,1
71430,61,0,5,3,1
72136,74,0,16,5,0
73158,78,0,3,2,0
73743,75,0,-2,3,1
74339,73,0,2,3,1
74941,90,0,2,2,0
75553,83,0,10,2,0
76107,31,3,55,19,0
76620,71,0,9,2,0
77260,79,0,22,6,1
77902,90,0,15,3,1
78521,90,0,6,2,0
79131,90,0,-3,2,0
79784,90,0,12,2,0
80444,0,0,0,0,0
81107,0,0,0,0,0
81776,90,0,5,2,0
82452,90,0,11,2,0
83153,90,0,26,8,1
83957,90,0,2,2,0
83958,90,0,5,2,0
84741,75,0,8,5,1
85488,83,0,8,3,1
86305,90,0,4,2,0
87089,22,0,22,6,0
87825,11,0,3,1,0
88584,90,0,14,2,0
89399,83,2,33,9,0
90156,90,0,21,5,0
90941,81,0,3,3,1
91982,90,0,20,7,0
92737,90,2,27,9,0
93443,82,0,5,2,0
94109,86,1,30,8,0
94944,90,0,27,9,0
95848,88,0,4,3,1
96637,90,0,-1,2,0
97511,90,0,20,2,0
98385,75,0,20,5,0
99024,74,0,5,2,0
99669,90,0,20,3,1
100282,90,0,18,3,1
100972,71,3,61,20,0
101677,79,0,2,2,0
102394,78,2,44,14,0
55682,0,0,0,0,0
56303,0,0,0,0,0
56830,0,0,0,0,0
57537,0,0,0,0,0
57986,0,0,0,0,0
58693,0,0,0,0,0
58694,0,0,0,0,0
59439,3,0,3,1,0
60049,0,0,0,0,0
60755,0,0,0,0,0
61418,0,0,0,0,0
62272,0,0,0,0,0
63223,0,0,0,0,0
63915,0,0,0,0,0
64887,0,0,0,0,0
65504,0,0,0,0,0
66206,0,0,0,0,0
66953,0,0,0,0,0
67763,0,0,0,0,0
68574,0,0,0,0,0
69328,0,0,0,0,0
70144,0,0,0,0,0
71475,0,0,0,0,0
71995,0,0,0,0,0
81251,0,0,0,0,0
81922,0,0,0,0,0
82598,0,0,0,0,0
83323,0,0,0,0,0
84127,0,0,0,0,0
84893,0,0,0,0,0
85657,0,0,0,0,0
85658,0,0,0,0,0
86480,0,0,0,0,0
87250,0,0,0,0,0
87996,0,0,0,0,0
88745,0,0,0,0,0
89587,0,0,0,0,0
90275,0,0,0,0,0
91203,0,0,0,0,0
91204,0,0,0,0,0
92143,0,0,0,0,0
92899,0,0,0,0,0
93579,0,0,0,0,0
94271,0,0,0,0,0
95148,0,0,0,0,0
96010,0,0,0,0,0
96812,0,0,0,0,0
97701,0,0,0,0,0
98550,0,0,0,0,0
73060,0,0,0,0,0
73642,0,0,0,0,0
74236,0,0,0,0,0
74838,0,0,0,0,0
75447,0,0,0,0,0
76034,0,0,0,0,0
76514,0,0,0,0,0
77153,0,0,0,0,0
77794,0,0,0,0,0
78425,0,0,0,0,0
79022,0,0,0,0,0
79672,0,0,0,0,0
80330,0,0,0,0,0
80993,0,0,0,0,0
81661,0,0,0,0,0
82337,0,0,0,0,0
83029,0,0,0,0,0
83812,0,0,0,0,0
84622,0,0,0,0,0
85351,0,0,0,0,0
86165,0,0,0,0,0
86963,0,0,0,0,0
87702,0,0,0,0,0
87703,0,0,0,0,0
88458,0,0,0,0,0
89241,0,0,0,0,0
90065,0,0,0,0,0
90738,0,0,0,0,0
91856,0,0,0,0,0
92611,0,0,0,0,0
93346,0,0,0,0,0
93981,0,0,0,0,0
94781,0,0,0,0,0
95720,0,0,0,0,0
96496,0,0,0,0,0
97351,0,0,0,0,0
98256,0,0,0,0,0
73303,0,0,0,0,0
73890,0,0,0,0,0
74488,20,0,6,1,0
75093,0,0,0,0,0
75711,0,0,0,0,0
76781,0,0,0,0,0
77422,0,0,0,0,0
78064,0,0,0,0,0
78670,0,0,0,0,0
79293,0,0,0,0,0
79948,0,0,0,0,0
80608,0,0,0,0,0
81274,0,0,0,0,0
81945,11,0,25,6,0
82621,4,0,3,1,0
83348,0,0,0,0,0
84153,0,0,0,0,0
84916,81,0,6,2,1
85686,76,0,8,2,0
86505,89,0,13,3,1
87275,58,0,1,1,0
88019,6,0,5,1,0
88020,78,0,6,2,1
88770,12,0,5,1,0
89620,87,0,7,2,0
91245,0,0,0,0,0
91246,0,0,0,0,0
92168,0,0,0,0,0
92924,0,0,0,0,0
93599,0,0,0,0,0
94296,0,0,0,0,0
95177,0,0,0,0,0
95178,0,0,0,0,0
96035,0,0,0,0,0
96838,0,0,0,0,0
97732,0,0,0,0,0
98576,0,0,0,0,0
99012,0,0,0,0,0
99657,0,0,0,0,0
100269,0,0,0,0,0
100959,0,0,0,0,0
101664,0,0,0,0,0
102381,0,0,0,0,0
23470,0,0,0,0,0
24024,0,0,0,0,0
24584,0,0,0,0,0
25163,0,0,0,0,0
25356,0,0,0,0,0
25946,0,0,0,0,0
26545,0,0,0,0,0
27145,0,0,0,0,0
27746,0,0,0,0,0
28335,0,0,0,0,0
28892,0,0,0,0,0
29499,0,0,0,0,0
30106,0,0,0,0,0
30717,0,0,0,0,0
32333,0,0,0,0,0
32859,0,0,0,0,0
32860,0,0,0,0,0
33740,0,0,0,0,0
34386,0,0,0,0,0
35039,0,0,0,0,0
35703,0,0,0,0,0
36406,0,0,0,0,0
36407,0,0,0,0,0
37185,0,0,0,0,0
38029,0,0,0,0,0
38030,0,0,0,0,0
39055,0,0,0,0,0
39803,0,0,0,0,0
40409,0,0,0,0,0
40766,0,0,0,0,0
41453,0,0,0,0,0
42143,0,0,0,0,0
43370,0,0,0,0,0
44087,0,0,0,0,0
45035,0,0,0,0,0
45637,0,0,0,0,0
46344,0,0,0,0,0
73372,0,0,0,0,0
73961,0,0,0,0,0
74560,0,0,0,0,0
75165,0,0,0,0,0
75785,0,0,0,0,0
76284,0,0,0,0,0
76858,0,0,0,0,0
77499,0,0,0,0,0
78142,0,0,0,0,0
79372,0,0,0,0,0
80027,0,0,0,0,0
80688,0,0,0,0,0
81354,0,0,0,0,0
82026,0,0,0,0,0
82702,0,0,0,0,0
83441,0,0,0,0,0
84252,0,0,0,0,0
84253,0,0,0,0,0
84999,0,0,0,0,0
85779,0,0,0,0,0
86598,0,0,0,0,0
86599,0,0,0,0,0
87360,0,0,0,0,0
88109,0,0,0,0,0
88855,0,0,0,0,0
89716,0,0,0,0,0
91372,0,0,0,0,0
92253,0,0,0,0,0
93009,0,0,0,0,0
94381,0,0,0,0,0
95295,0,0,0,0,0
95296,90,1,30,7,1
96121,0,0,0,0,0
96934,0,0,0,0,0
97837,90,3,38,11,1
97838,90,1,22,5,0
98663,0,0,0,0,0
99127,0,0,0,0,0
99761,0,0,0,0,0
100387,0,0,0,0,0
101079,0,0,0,0,0
101786,0,0,0,0,0
102503,0,0,0,0,0
77555,0,0,0,0,0
78198,0,0,0,0,0
78792,0,0,0,0,0
79429,0,0,0,0,0
80084,0,0,0,0,0
80745,0,0,0,0,0
81411,0,0,0,0,0
82083,0,0,0,0,0
82760,0,0,0,0,0
83509,0,0,0,0,0
83510,0,0,0,0,0
84332,0,0,0,0,0
85065,0,0,0,0,0
85859,0,0,0,0,0
86674,0,0,0,0,0
87431,0,0,0,0,0
88181,0,0,0,0,0
88926,0,0,0,0,0
89801,0,0,0,0,0
91494,0,0,0,0,0
92328,0,0,0,0,0
93086,0,0,0,0,0
93725,0,0,0,0,0
94458,0,0,0,0,0
95396,0,0,0,0,0
95397,0,0,0,0,0
96198,0,0,0,0,0
97022,0,0,0,0,0
97935,0,0,0,0,0
98742,0,0,0,0,0
25573,0,0,0,0,0
26164,0,0,0,0,0
26763,0,0,0,0,0
27364,0,0,0,0,0
27966,0,0,0,0,0
28534,0,0,0,0,0
29113,0,0,0,0,0
29720,0,0,0,0,0
30330,0,0,0,0,0
30942,0,0,0,0,0
31473,0,0,0,0,0
32012,0,0,0,0,0
32489,0,0,0,0,0
33204,0,0,0,0,0
33977,0,0,0,0,0
34625,0,0,0,0,0
35284,0,0,0,0,0
35949,0,0,0,0,0
36700,0,0,0,0,0
37457,0,0,0,0,0
38445,0,0,0,0,0
38446,0,0,0,0,0
39037,0,0,0,0,0
39785,0,0,0,0,0
40748,0,0,0,0,0
41435,0,0,0,0,0
42797,0,0,0,0,0
43356,0,0,0,0,0
44059,0,0,0,0,0
44060,0,0,0,0,0
45021,0,0,0,0,0
45619,0,0,0,0,0
46325,0,0,0,0,0
73025,11,0,4,1,0
73607,90,0,21,2,0
74200,74,0,7,1,0
74802,0,0,0,0,0
75411,90,0,15,1,0
76006,62,0,5,0,0
76477,90,0,12,-1,0
77116,90,0,5,1,0
77757,90,0,12,2,0
78393,90,0,23,6,1
78985,90,0,27,6,1
79635,90,0,8,0,0
80292,89,0,10,1,0
80954,0,0,0,0,0
81621,0,0,0,0,0
82297,0,0,0,0,0
82985,0,0,0,0,0
83764,0,0,0,0,0
84579,0,0,0,0,0
85301,0,0,0,0,0
86116,0,0,0,0,0
86919,0,0,0,0,0
87661,0,0,0,0,0
88414,0,0,0,0,0
89186,0,0,0,0,0
90029,0,0,0,0,0
90663,0,0,0,0,0
90664,0,0,0,0,0
91812,0,0,0,0,0
92567,0,0,0,0,0
93308,0,0,0,0,0
93937,0,0,0,0,0
94729,0,0,0,0,0
95675,0,0,0,0,0
96449,0,0,0,0,0
97297,0,0,0,0,0
98209,0,0,0,0,0
99448,0,0,0,0,0
100052,0,0,0,0,0
100722,0,0,0,0,0
