,minutes,bonus,bps,total_points,output_clean_sheets
68089,0,0,0,0,0
68882,0,0,0,0,0
70457,0,0,0,0,0
71332,16,0,3,1,0
72191,0,0,0,0,0
72733,75,0,18,2,0
73310,64,0,2,3,1
73897,62,0,6,3,1
74495,0,0,0,0,0
75100,0,0,0,0,0
75718,0,0,0,0,0
76788,14,0,3,1,0
77429,8,0,8,1,0
78071,22,0,6,1,0
78677,63,0,12,3,1
79300,45,0,3,1,0
79955,64,0,5,2,0
80615,64,3,36,13,0
81281,4,0,2,1,0
81952,66,1,27,9,1
82628,60,0,6,2,0
83356,12,0,3,1,0
84161,65,0,5,3,1
84923,29,0,4,1,0
85693,0,0,0,0,0
86512,0,0,0,0,0
87282,0,0,0,0,0
88777,0,0,0,0,0
89627,0,0,0,0,0
89628,0,0,0,0,0
91254,0,0,0,0,0
91255,0,0,0,0,0
92175,0,0,0,0,0
92931,0,0,0,0,0
94303,0,0,0,0,0
95186,0,0,0,0,0
95187,0,0,0,0,0
96042,0,0,0,0,0
96845,0,0,0,0,0
96846,0,0,0,0,0
97739,0,0,0,0,0
97740,0,0,0,0,0
98583,0,0,0,0,0
99197,0,0,0,0,0
99825,9,0,4,1,0
100459,30,0,4,1,0
101154,9,0,-2,0,0
101865,63,0,7,3,1
102582,0,0,0,0,0
48000,90,0,15,1,0
48577,90,0,18,2,0
49175,0,0,0,0,0
49781,0,0,0,0,0
50392,0,0,0,0,0
51005,0,0,0,0,0
51622,45,0,5,0,0
52240,90,0,11,1,0
52863,90,0,13,2,0
53487,0,0,0,0,0
54117,90,0,18,2,0
54694,90,0,9,0,0
55327,11,0,3,1,0
55966,0,0,0,0,0
56553,0,0,0,0,0
58190,90,0,9,0,0
58409,90,0,10,2,0
59112,0,0,0,0,0
60395,0,0,0,0,0
60396,0,0,0,0,0
61037,0,0,0,0,0
61736,0,0,0,0,0
62722,0,0,0,0,0
62723,0,0,0,0,0
62953,0,0,0,0,0
64358,0,0,0,0,0
64359,0,0,0,0,0
65305,0,0,0,0,0
65862,0,0,0,0,0
66637,0,0,0,0,0
67380,0,0,0,0,0
68227,0,0,0,0,0
69008,0,0,0,0,0
70666,17,0,3,1,0
70667,90,2,28,8,1
71149,90,0,10,0,0
72321,12,0,19,4,0
73245,90,0,5,-1,0
73831,90,0,13,0,0
74427,45,0,-1,-2,0
75031,90,0,21,6,1
75648,90,0,12,1,0
76173,90,0,7,2,0
76716,90,2,30,8,1
77357,90,0,14,2,0
77999,90,0,7,1,0
78611,90,0,17,2,0
79228,90,0,12,1,0
79882,90,1,23,5,0
80542,90,0,9,0,0
81207,90,2,28,8,1
81878,90,0,8,1,0
82554,90,0,11,1,0
83275,62,0,5,0,0
84076,0,0,0,0,0
84846,90,0,9,2,0
85607,90,0,3,1,0
86424,78,0,1,1,0
87200,90,0,15,5,1
87943,58,0,4,-1,0
88695,90,0,10,1,0
89529,79,0,18,6,1
90239,78,0,11,2,0
91122,90,0,3,2,0
91123,90,0,6,1,0
92093,90,0,20,5,1
92849,41,0,4,1,0
93532,60,0,10,1,0
94221,12,0,4,1,0
95084,90,0,14,1,0
95960,90,0,9,1,0
96757,30,0,3,1,0
97648,65,0,11,2,0
98500,82,0,11,1,0
99464,0,0,0,0,0
100066,0,0,0,0,0
100739,0,0,0,0,0
101442,0,0,0,0,0
102157,0,0,0,0,0
102875,0,0,0,0,0
22995,90,0,21,6,1
23534,90,0,12,1,0
24088,90,0,10,0,0
24650,90,0,11,2,0
25422,90,0,10,1,0
26012,90,0,12,1,0
26611,90,0,20,6,1
27211,90,0,13,2,0
27812,90,0,11,2,0
28396,90,0,9,1,0
28958,0,0,0,0,0
29565,90,0,24,6,1
30172,90,0,11,2,0
30783,90,0,16,1,0
31349,90,0,15,2,0
31870,90,0,19,1,0
32377,90,0,10,1,0
32958,90,0,20,5,1
33810,90,0,14,6,1
34457,90,0,28,6,1
35113,90,0,25,6,1
35778,74,0,13,2,0
36495,0,0,0,0,0
37269,0,0,0,0,0
38153,0,0,0,0,0
39061,0,0,0,0,0
39808,0,0,0,0,0
40412,0,0,0,0,0
40771,0,0,0,0,0
41458,0,0,0,0,0
42148,90,0,21,6,1
42817,90,0,14,2,0
43375,90,0,28,6,1
44094,90,0,15,1,0
45039,90,0,19,2,0
45642,90,0,21,6,0
46349,90,0,14,1,0
47272,90,0,11,2,0
47835,90,0,22,5,1
48410,90,0,14,1,0
49002,36,0,4,1,0
49606,0,0,0,0,0
50214,0,0,0,0,0
50826,0,0,0,0,0
51441,0,0,0,0,0
52059,0,0,0,0,0
52681,0,0,0,0,0
53304,15,0,2,1,0
53933,90,0,11,0,0
54535,90,0,20,6,1
55141,35,0,7,1,0
55780,0,0,0,0,0
56901,0,0,0,0,0
57605,90,0,21,5,1
58057,0,0,0,0,0
58910,90,0,7,0,0
59667,90,0,11,2,0
59668,90,3,30,11,0
60171,90,0,17,2,0
61527,90,3,35,15,1
61528,90,0,14,1,0
62427,0,0,0,0,0
63415,0,0,0,0,0
64074,0,0,0,0,0
65038,0,0,0,0,0
65039,0,0,0,0,0
66448,0,0,0,0,0
67171,5,0,4,1,0
68025,0,0,0,0,0
68026,29,0,-1,-1,0
68818,61,0,9,1,0
69549,27,0,5,1,0
70331,23,0,3,1,0
71443,28,0,4,1,0
72111,90,0,16,2,0
72724,90,0,12,2,0
73301,90,0,19,6,1
73888,90,0,22,6,1
74486,90,0,17,5,1
75091,90,0,12,1,0
75709,90,0,11,1,0
76779,90,0,13,-1,0
77420,90,0,21,2,0
78062,90,0,11,1,0
78668,90,0,25,6,1
79291,90,0,14,1,0
79946,90,0,16,2,0
80606,90,0,13,1,0
81272,0,0,0,0,0
81943,0,0,0,0,0
82619,0,0,0,0,0
83346,0,0,0,0,0
84151,1,0,2,1,0
84914,0,0,0,0,0
85684,1,0,3,1,0
86503,75,0,8,2,0
87273,72,0,24,6,1
88768,90,0,25,6,1
89617,87,0,17,1,0
89618,1,0,3,1,0
91242,0,0,0,0,0
91243,90,3,30,9,1
92166,21,0,4,1,0
92922,86,0,10,2,0
94294,0,0,0,0,0
95174,90,0,28,6,1
95175,90,0,21,5,1
96033,45,0,12,0,0
96835,0,0,0,0,0
96836,0,0,0,0,0
97729,0,0,0,0,0
97730,0,0,0,0,0
98574,64,0,12,1,0
99434,0,0,0,0,0
100041,90,0,20,1,0
100708,90,0,14,1,0
101409,0,0,0,0,0
102123,0,0,0,0,0
102841,90,0,16,2,0
22992,90,0,17,2,0
23531,61,0,9,2,0
24085,8,0,3,1,0
24647,25,0,5,1,0
25599,22,0,4,1,0
26191,14,0,2,1,0
26790,30,0,3,1,0
27391,90,0,5,1,0
27993,90,0,6,1,0
28560,90,0,10,2,0
29140,90,0,6,1,0
29747,29,0,0,1,0
30357,30,0,9,1,0
30971,90,0,7,2,0
31496,90,0,6,2,0
32034,90,0,28,5,0
32509,0,0,0,0,0
33250,90,0,12,2,0
34006,89,0,8,3,1
34654,27,0,3,1,0
35314,90,0,11,2,0
35979,90,0,14,3,1
36740,90,0,8,2,0
37489,90,0,7,6,1
38500,90,2,26,4,0
38501,90,0,10,2,0
39036,90,0,5,3,1
39784,90,0,10,2,0
40747,90,1,25,6,0
41434,90,0,19,8,1
42126,90,0,16,6,1
42796,90,0,5,1,0
43355,90,0,0,2,0
44056,29,2,27,8,0
45020,90,0,14,2,0
45617,90,0,9,2,0
46323,26,0,4,1,0
46949,90,0,10,2,0
47504,90,0,15,2,0
48071,86,0,18,2,0
48648,80,0,16,3,1
49247,90,0,16,2,0
49853,19,0,1,1,0
50464,1,0,3,1,0
51077,90,0,12,5,0
51694,75,0,-1,3,1
52312,0,0,0,0,0
52935,22,0,4,1,0
53560,14,0,6,1,0
54191,22,0,3,1,0
54765,90,0,17,3,1
55401,87,0,4,3,1
56039,66,0,10,2,0
56617,85,0,9,3,1
57063,11,0,3,1,0
58810,24,0,2,1,0
59555,12,0,20,6,0
59711,15,0,0,1,0
60476,0,0,0,0,0
61118,0,0,0,0,0
61826,0,0,0,0,0
61827,0,0,0,0,0
63314,0,0,0,0,0
63466,0,0,0,0,0
63467,0,0,0,0,0
64466,0,0,0,0,0
65377,0,0,0,0,0
66327,0,0,0,0,0
67064,0,0,0,0,0
68697,0,0,0,0,0
69440,0,0,0,0,0
69604,0,0,0,0,0
69605,0,0,0,0,0
71203,0,0,0,0,0
71666,0,0,0,0,0
99731,4,0,3,1,0
100352,19,0,-2,1,0
101043,9,0,3,1,0
101749,0,0,0,0,0
102466,0,0,0,0,0
73307,11,0,2,1,0
73894,19,0,4,1,0
74492,0,0,0,0,0
75097,15,0,1,1,0
75715,8,0,2,1,0
76226,0,0,0,0,0
76785,66,0,4,2,0
77426,71,0,9,2,0
78068,84,0,21,6,1
78674,57,0,22,6,0
79297,90,0,11,2,0
79952,82,0,0,2,0
80612,22,0,0,1,0
81278,90,0,6,2,0
81949,30,0,3,1,0
82625,45,0,4,1,0
83352,45,0,0,1,0
84157,17,0,2,1,0
84920,45,0,3,1,0
85690,48,0,24,4,0
86509,45,0,13,4,0
87279,76,0,13,2,0
88026,30,0,5,1,0
88027,45,0,8,1,0
88774,45,0,24,6,0
89624,45,0,5,1,0
90299,33,0,5,1,0
91251,64,0,7,2,0
92172,16,0,2,1,0
92928,17,0,2,1,0
93603,0,0,0,0,0
94300,11,0,2,1,0
95182,7,0,-2,0,0
96039,6,0,0,1,0
96842,15,0,1,1,0
97736,87,0,11,5,1
98580,90,0,14,2,0
47828,0,0,0,0,0
48403,0,0,0,0,0
48995,0,0,0,0,0
49599,0,0,0,0,0
50207,0,0,0,0,0
50819,0,0,0,0,0
51434,0,0,0,0,0
52052,0,0,0,0,0
52674,0,0,0,0,0
53297,0,0,0,0,0
53926,0,0,0,0,0
54529,0,0,0,0,0
55134,0,0,0,0,0
55773,0,0,0,0,0
56390,0,0,0,0,0
58052,0,0,0,0,0
58624,0,0,0,0,0
59359,0,0,0,0,0
60160,0,0,0,0,0
60161,0,0,0,0,0
60855,0,0,0,0,0
61521,0,0,0,0,0
62412,0,0,0,0,0
62413,0,0,0,0,0
63154,0,0,0,0,0
64062,0,0,0,0,0
64063,0,0,0,0,0
65028,0,0,0,0,0
66119,0,0,0,0,0
66874,0,0,0,0,0
67667,0,0,0,0,0
68488,0,0,0,0,0
69248,0,0,0,0,0
70316,0,0,0,0,0
70317,0,0,0,0,0
71246,0,0,0,0,0
72103,0,0,0,0,0
33082,0,0,0,0,0
33894,0,0,0,0,0
34542,0,0,0,0,0
35199,0,0,0,0,0
35864,0,0,0,0,0
36599,0,0,0,0,0
37367,0,0,0,0,0
38298,0,0,0,0,0
39603,0,0,0,0,0
40296,0,0,0,0,0
40610,0,0,0,0,0
41260,0,0,0,0,0
41951,0,0,0,0,0
42640,0,0,0,0,0
43209,0,0,0,0,0
43825,0,0,0,0,0
44843,0,0,0,0,0
45454,0,0,0,0,0
46148,0,0,0,0,0
46860,0,0,0,0,0
24651,90,3,32,10,0
25500,90,0,-1,2,0
26090,89,0,6,2,1
26689,90,0,2,0,0
27290,90,0,26,5,0
27891,89,2,21,9,0
28466,90,0,1,2,0
29038,87,0,13,4,0
29645,90,0,8,3,1
30252,90,0,4,2,0
30864,89,0,10,3,1
32435,23,0,17,4,0
33087,90,0,-2,1,0
33088,90,0,26,7,0
33898,90,0,13,3,1
34546,90,0,11,2,0
35203,90,0,9,2,0
35868,90,0,16,3,1
36605,82,0,8,3,1
36606,90,0,11,2,0
37371,90,3,33,11,1
38305,90,0,12,3,1
38306,90,0,4,1,0
39208,82,0,11,3,1
39942,90,0,6,2,0
40465,90,0,21,5,0
40906,46,0,3,1,0
41595,0,0,0,0,0
42290,68,0,7,3,1
43498,90,0,11,2,0
44304,90,0,5,2,0
45151,27,0,1,1,0
45784,88,0,4,1,0
46492,63,0,9,2,0
48908,17,0,0,1,0
49511,45,0,6,1,0
50118,77,1,20,3,0
50730,79,0,6,2,0
51344,0,0,0,0,0
51962,0,0,0,0,0
52582,45,0,2,1,0
53205,79,0,7,2,0
53833,45,0,4,1,0
54448,74,0,28,7,0
55040,60,0,3,1,0
55678,64,0,-2,2,0
56299,0,0,0,0,0
57534,90,0,29,7,0
57982,34,0,22,6,0
59511,90,0,2,2,0
60045,77,0,3,3,1
60753,78,0,10,2,0
61416,17,0,0,1,0
62267,90,3,30,9,0
63283,45,0,2,1,0
63909,29,0,5,1,0
64882,0,0,0,0,0
65503,0,0,0,0,0
66283,0,0,0,0,0
67023,76,0,19,7,0
67837,65,2,24,9,0
67838,23,0,2,1,0
68650,79,0,1,3,1
69399,0,0,0,0,0
70136,10,0,2,1,0
70137,45,0,-2,1,0
71412,0,0,0,0,0
71413,0,0,0,0,0
71991,13,0,2,1,0
100435,0,0,0,0,0
101130,0,0,0,0,0
101840,0,0,0,0,0
102557,0,0,0,0,0
70264,0,0,0,0,0
71599,0,0,0,0,0
72071,0,0,0,0,0
22996,0,0,0,0,0
23535,0,0,0,0,0
24090,0,0,0,0,0
24652,0,0,0,0,0
25637,0,0,0,0,0
26231,0,0,0,0,0
26830,0,0,0,0,0
27431,0,0,0,0,0
28033,0,0,0,0,0
28592,0,0,0,0,0
29180,0,0,0,0,0
29787,0,0,0,0,0
30397,0,0,0,0,0
31011,0,0,0,0,0
31530,0,0,0,0,0
32073,0,0,0,0,0
33311,0,0,0,0,0
33312,0,0,0,0,0
34047,0,0,0,0,0
34695,0,0,0,0,0
35356,0,0,0,0,0
36021,0,0,0,0,0
36787,0,0,0,0,0
37533,0,0,0,0,0
38579,0,0,0,0,0
38580,0,0,0,0,0
39670,0,0,0,0,0
40356,0,0,0,0,0
41320,0,0,0,0,0
42011,0,0,0,0,0
42701,0,0,0,0,0
43256,0,0,0,0,0
43879,0,0,0,0,0
44933,0,0,0,0,0
44934,0,0,0,0,0
46208,0,0,0,0,0
46921,0,0,0,0,0
23536,0,0,0,0,0
24091,0,0,0,0,0
24653,0,0,0,0,0
25805,0,0,0,0,0
26402,0,0,0,0,0
27002,0,0,0,0,0
27603,0,0,0,0,0
28206,0,0,0,0,0
28747,0,0,0,0,0
29354,0,0,0,0,0
29961,0,0,0,0,0
30572,0,0,0,0,0
31186,0,0,0,0,0
32238,0,0,0,0,0
32636,0,0,0,0,0
33581,0,0,0,0,0
33582,0,0,0,0,0
34232,0,0,0,0,0
34882,0,0,0,0,0
35545,0,0,0,0,0
36212,0,0,0,0,0
37011,0,0,0,0,0
37012,0,0,0,0,0
37755,0,0,0,0,0
38901,0,0,0,0,0
38902,0,0,0,0,0
39502,0,0,0,0,0
39503,0,0,0,0,0
40206,0,0,0,0,0
41170,0,0,0,0,0
41860,0,0,0,0,0
42546,0,0,0,0,0
43742,0,0,0,0,0
44695,0,0,0,0,0
45384,0,0,0,0,0
46056,0,0,0,0,0
46767,0,0,0,0,0
22998,0,0,0,0,0
23537,0,0,0,0,0
24092,90,0,14,0,0
24654,90,0,14,2,0
25768,0,0,0,0,0
26364,0,0,0,0,0
26964,0,0,0,0,0
27565,0,0,0,0,0
28168,0,0,0,0,0
28711,0,0,0,0,0
29315,0,0,0,0,0
29922,0,0,0,0,0
30532,0,0,0,0,0
31146,0,0,0,0,0
31649,0,0,0,0,0
32198,0,0,0,0,0
33529,0,0,0,0,0
33530,0,0,0,0,0
34190,0,0,0,0,0
34838,0,0,0,0,0
35501,0,0,0,0,0
36168,0,0,0,0,0
36958,0,0,0,0,0
37707,0,0,0,0,0
38825,90,2,32,9,1
38826,0,0,0,0,0
38924,0,0,0,0,0
39679,0,0,0,0,0
40642,0,0,0,0,0
41329,0,0,0,0,0
42020,0,0,0,0,0
42710,0,0,0,0,0
43888,0,0,0,0,0
43889,0,0,0,0,0
44944,0,0,0,0,0
45511,0,0,0,0,0
46217,0,0,0,0,0
46930,0,0,0,0,0
47484,0,0,0,0,0
48050,0,0,0,0,0
48627,0,0,0,0,0
49226,0,0,0,0,0
49832,0,0,0,0,0
50443,0,0,0,0,0
51056,0,0,0,0,0
51673,0,0,0,0,0
52291,0,0,0,0,0
52914,0,0,0,0,0
53538,0,0,0,0,0
54169,0,0,0,0,0
54743,0,0,0,0,0
55379,0,0,0,0,0
56019,0,0,0,0,0
56599,0,0,0,0,0
57057,0,0,0,0,0
57773,0,0,0,0,0
58494,0,0,0,0,0
59205,0,0,0,0,0
59681,0,0,0,0,0
60453,0,0,0,0,0
61090,0,0,0,0,0
61789,0,0,0,0,0
61790,0,0,0,0,0
63428,0,0,0,0,0
64434,0,0,0,0,0
64435,0,0,0,0,0
65962,0,0,0,0,0
66730,0,0,0,0,0
67499,0,0,0,0,0
68327,0,0,0,0,0
69102,0,0,0,0,0
69562,0,0,0,0,0
69563,0,0,0,0,0
70968,0,0,0,0,0
71640,0,0,0,0,0
72844,0,0,0,0,0
73423,0,0,0,0,0
74012,0,0,0,0,0
74611,0,0,0,0,0
75217,0,0,0,0,0
75838,0,0,0,0,0
76915,0,0,0,0,0
77556,0,0,0,0,0
78199,0,0,0,0,0
78793,0,0,0,0,0
79430,0,0,0,0,0
80085,0,0,0,0,0
80746,0,0,0,0,0
81412,0,0,0,0,0
82084,0,0,0,0,0
82761,0,0,0,0,0
83511,0,0,0,0,0
84333,0,0,0,0,0
85066,0,0,0,0,0
85860,0,0,0,0,0
86675,0,0,0,0,0
87432,0,0,0,0,0
88182,0,0,0,0,0
88183,0,0,0,0,0
88927,0,0,0,0,0
89802,0,0,0,0,0
91495,0,0,0,0,0
91496,0,0,0,0,0
92329,0,0,0,0,0
93087,0,0,0,0,0
93726,0,0,0,0,0
94459,0,0,0,0,0
95398,0,0,0,0,0
95399,0,0,0,0,0
96199,0,0,0,0,0
97023,0,0,0,0,0
97936,0,0,0,0,0
98743,0,0,0,0,0
99287,0,0,0,0,0
99907,0,0,0,0,0
100553,0,0,0,0,0
101250,0,0,0,0,0
101963,0,0,0,0,0
102680,0,0,0,0,0
23539,0,0,0,0,0
24094,10,0,4,1,0
24656,0,0,0,0,0
25627,0,0,0,0,0
26221,23,0,4,1,0
26820,0,0,0,0,0
27421,0,0,0,0,0
28023,2,0,3,1,0
29170,0,0,0,0,0
29777,90,2,29,8,1
30387,0,0,0,0,0
31001,4,0,3,1,0
31521,0,0,0,0,0
32063,0,0,0,0,0
33295,0,0,0,0,0
33296,0,0,0,0,0
34037,0,0,0,0,0
34685,0,0,0,0,0
35346,0,0,0,0,0
36011,0,0,0,0,0
36776,29,0,7,1,0
37523,90,0,19,0,0
38560,90,0,17,5,1
38561,90,0,15,2,0
39654,90,2,24,8,1
40342,90,0,14,2,0
40626,0,0,0,0,0
41306,0,0,0,0,0
41997,0,0,0,0,0
42687,0,0,0,0,0
43246,90,0,21,1,0
43865,0,0,0,0,0
44913,0,0,0,0,0
44914,45,0,10,1,0
45491,90,0,20,1,0
46194,0,0,0,0,0
46907,0,0,0,0,0
22999,0,0,0,0,0
23538,0,0,0,0,0
24093,0,0,0,0,0
24655,90,0,24,6,1
25692,0,0,0,0,0
26288,0,0,0,0,0
26888,0,0,0,0,0
27489,0,0,0,0,0
28091,0,0,0,0,0
28647,0,0,0,0,0
29238,0,0,0,0,0
29845,0,0,0,0,0
30455,0,0,0,0,0
31069,0,0,0,0,0
31579,0,0,0,0,0
32126,0,0,0,0,0
33404,0,0,0,0,0
33405,0,0,0,0,0
34107,0,0,0,0,0
34755,0,0,0,0,0
35417,0,0,0,0,0
36082,0,0,0,0,0
36860,0,0,0,0,0
37604,0,0,0,0,0
38684,0,0,0,0,0
38685,0,0,0,0,0
39449,0,0,0,0,0
40155,0,0,0,0,0
41119,0,0,0,0,0
41809,0,0,0,0,0
42496,0,0,0,0,0
43090,0,0,0,0,0
43695,0,0,0,0,0
44617,0,0,0,0,0
45339,0,0,0,0,0
46003,0,0,0,0,0
46713,0,0,0,0,0
100440,0,0,0,0,0
101135,0,0,0,0,0
101845,0,0,0,0,0
102562,0,0,0,0,0
23001,0,0,0,0,0
23540,90,0,10,1,0
24095,3,0,2,1,0
24657,0,0,0,0,0
25554,0,0,0,0,0
26145,4,0,2,1,0
26744,0,0,0,0,0
27345,1,0,3,1,0
27946,0,0,0,0,0
28515,0,0,0,0,0
29093,16,0,6,1,0
29700,90,0,15,2,0
30309,90,1,26,5,0
30921,0,0,0,0,0
31455,1,0,0,1,0
31991,36,0,6,1,0
32475,64,0,19,6,1
33174,0,0,0,0,0
33955,0,0,0,0,0
34603,0,0,0,0,0
35260,0,0,0,0,0
35925,90,0,4,1,0
36673,90,0,1,1,0
37431,90,0,20,6,1
38405,90,0,11,6,1
38406,90,0,14,2,0
39162,90,0,22,6,1
39900,90,0,12,2,0
40863,90,0,6,1,0
41550,90,0,23,6,1
42245,90,0,6,1,0
42888,85,0,15,5,0
43454,77,0,0,1,0
44235,0,0,0,0,0
45114,17,0,4,1,0
45738,68,0,10,2,0
46446,82,0,15,1,0
46977,0,0,0,0,0
47532,0,0,0,0,0
48099,19,0,3,1,0
48676,81,0,12,3,1
49275,15,0,1,1,0
49881,3,0,2,1,0
50492,1,0,3,1,0
51105,0,0,0,0,0
51723,17,0,1,1,0
52341,0,0,0,0,0
52964,90,0,17,3,1
53589,37,0,5,1,0
54220,0,0,0,0,0
54794,0,0,0,0,0
55430,0,0,0,0,0
56067,0,0,0,0,0
56641,0,0,0,0,0
57076,0,0,0,0,0
57358,0,0,0,0,0
58428,0,0,0,0,0
59748,0,0,0,0,0
60502,0,0,0,0,0
61877,0,0,0,0,0
61878,0,0,0,0,0
63523,0,0,0,0,0
64511,0,0,0,0,0
64512,0,0,0,0,0
65390,0,0,0,0,0
65887,0,0,0,0,0
66659,0,0,0,0,0
67405,0,0,0,0,0
67406,0,0,0,0,0
68250,0,0,0,0,0
69030,0,0,0,0,0
69670,0,0,0,0,0
69671,0,0,0,0,0
70806,0,0,0,0,0
71705,0,0,0,0,0
72462,0,0,0,0,0
73036,0,0,0,0,0
73618,0,0,0,0,0
74211,0,0,0,0,0
74813,0,0,0,0,0
75422,17,0,4,1,0
76014,0,0,0,0,0
76488,66,0,1,1,0
77127,0,0,0,0,0
77768,74,0,9,2,0
78404,87,0,8,2,1
78996,0,0,0,0,0
79646,45,0,14,1,0
80303,90,0,15,2,0
80965,31,0,7,1,0
81633,36,0,11,1,0
82309,89,0,12,2,0
82997,0,0,0,0,0
83778,5,0,3,1,0
84592,0,0,0,0,0
85316,0,0,0,0,0
86129,90,0,8,1,0
86932,90,0,12,3,1
87673,90,0,12,2,0
88427,90,0,15,3,1
89204,0,0,0,0,0
89205,0,0,0,0,0
90040,56,0,17,4,0
90684,19,0,3,1,0
91825,90,0,6,2,0
92580,90,0,11,2,0
93319,0,0,0,0,0
93950,54,0,10,1,0
94744,20,0,3,1,0
95688,90,0,12,2,0
96463,81,0,9,2,0
97312,0,0,0,0,0
98222,0,0,0,0,0
57008,0,0,0,0,0
57719,0,0,0,0,0
58178,0,0,0,0,0
58386,0,0,0,0,0
58387,0,0,0,0,0
59086,0,0,0,0,0
60371,0,0,0,0,0
61017,0,0,0,0,0
61716,0,0,0,0,0
62693,0,0,0,0,0
62927,0,0,0,0,0
64328,0,0,0,0,0
65276,0,0,0,0,0
65632,0,0,0,0,0
65833,0,0,0,0,0
66611,0,0,0,0,0
67347,0,0,0,0,0
68200,0,0,0,0,0
68982,0,0,0,0,0
70629,0,0,0,0,0
71487,0,0,0,0,0
72298,0,0,0,0,0
47624,90,0,5,1,0
48193,0,0,0,0,0
48775,61,0,21,3,1
49374,29,0,9,1,0
49980,8,0,-1,0,0
50591,90,0,15,3,1
51204,45,0,7,1,0
51822,72,0,9,2,1
52441,90,0,9,3,1
53064,90,0,6,2,1
53692,52,0,5,1,0
54318,90,0,26,3,1
54898,0,0,0,0,0
55535,0,0,0,0,0
56165,9,0,3,1,0
56719,0,0,0,0,0
57122,0,0,0,0,0
57430,0,0,0,0,0
58643,0,0,0,0,0
59871,90,0,14,3,1
60606,0,0,0,0,0
62041,0,0,0,0,0
62042,0,0,0,0,0
63681,0,0,0,0,0
64669,0,0,0,0,0
64670,0,0,0,0,0
65435,0,0,0,0,0
66144,15,0,8,1,0
66896,90,0,7,1,0
67691,90,0,12,2,0
67692,0,0,0,0,0
68511,0,0,0,0,0
69270,1,0,2,1,0
69865,0,0,0,0,0
69866,0,0,0,0,0
71260,0,0,0,0,0
71822,27,0,3,1,0
72764,1,0,3,1,0
73341,0,0,0,0,0
73929,2,0,3,1,0
74528,0,0,0,0,0
75133,90,0,15,2,0
75752,73,0,15,2,0
76253,12,0,4,1,0
76822,17,0,3,1,0
77463,0,0,0,0,0
78106,0,0,0,0,0
79336,0,0,0,0,0
79991,0,0,0,0,0
80651,0,0,0,0,0
81317,0,0,0,0,0
81989,0,0,0,0,0
82665,0,0,0,0,0
83400,0,0,0,0,0
84207,0,0,0,0,0
84961,0,0,0,0,0
85736,18,0,11,1,0
86552,34,0,1,0,0
87320,62,0,16,3,1
88062,90,0,15,3,1
88815,80,0,18,2,0
89671,90,0,16,2,0
89672,90,0,7,2,0
90321,0,0,0,0,0
91317,0,0,0,0,0
92213,0,0,0,0,0
92969,5,0,2,1,0
93633,0,0,0,0,0
94341,64,0,0,1,0
95244,0,0,0,0,0
96081,0,0,0,0,0
96889,0,0,0,0,0
97790,0,0,0,0,0
98622,0,0,0,0,0
98982,0,0,0,0,0
99634,0,0,0,0,0
100238,0,0,0,0,0
100927,0,0,0,0,0
101632,74,0,4,2,0
102349,56,0,7,1,0
23002,0,0,0,0,0
23541,0,0,0,0,0
24096,0,0,0,0,0
24658,0,0,0,0,0
25470,0,0,0,0,0
26060,0,0,0,0,0
26659,0,0,0,0,0
27260,0,0,0,0,0
27861,0,0,0,0,0
28442,0,0,0,0,0
29008,0,0,0,0,0
29615,0,0,0,0,0
30222,0,0,0,0,0
30833,0,0,0,0,0
31391,0,0,0,0,0
31915,0,0,0,0,0
33033,0,0,0,0,0
33034,0,0,0,0,0
33864,0,0,0,0,0
34512,0,0,0,0,0
35169,0,0,0,0,0
35834,0,0,0,0,0
36561,0,0,0,0,0
37332,0,0,0,0,0
38247,0,0,0,0,0
39110,0,0,0,0,0
39851,0,0,0,0,0
40430,0,0,0,0,0
40814,0,0,0,0,0
41501,0,0,0,0,0
42194,0,0,0,0,0
42850,0,0,0,0,0
43411,0,0,0,0,0
44160,0,0,0,0,0
45072,0,0,0,0,0
45685,0,0,0,0,0
46393,0,0,0,0,0
73402,0,0,0,0,0
73991,0,0,0,0,0
74590,0,0,0,0,0
75196,0,0,0,0,0
75817,0,0,0,0,0
76890,0,0,0,0,0
77531,0,0,0,0,0
78174,0,0,0,0,0
78767,0,0,0,0,0
79404,0,0,0,0,0
80059,0,0,0,0,0
80720,64,0,2,2,0
81386,18,0,19,5,0
82058,25,0,-2,0,0
82735,45,0,-5,1,0
83479,45,0,13,4,0
84294,18,0,14,4,0
84295,20,0,0,1,0
85036,1,0,2,1,0
85824,27,0,3,1,0
85825,58,0,-4,1,0
86643,29,0,19,6,0
87401,45,0,0,1,0
88896,32,0,-1,1,0
89763,17,0,1,1,0
91444,0,0,0,0,0
91445,0,0,0,0,0
92297,0,0,0,0,0
93053,0,0,0,0,0
94425,0,0,0,0,0
95354,0,0,0,0,0
95355,0,0,0,0,0
96165,0,0,0,0,0
96981,8,0,18,5,0
97892,18,0,0,1,0
97893,20,0,0,1,0
98707,66,0,-1,2,0
99162,67,0,4,3,1
99794,65,0,9,2,0
100423,0,0,0,0,0
101118,6,0,0,1,0
101827,5,0,0,1,0
102544,0,0,0,0,0
67534,0,0,0,0,0
68357,0,0,0,0,0
68358,1,0,3,1,0
69128,0,0,0,0,0
70404,0,0,0,0,0
72158,11,0,2,1,0
99812,0,0,0,0,0
100446,0,0,0,0,0
101141,0,0,0,0,0
